,id,lat,lon,closeness_centrality,average_neighbor_degree,degree_centrality,pagerank,hits,degree
0,OTHH,25.273056,51.608056,0.24833146631768108,54.6530612244898,0.07793273174733388,0.003192285854856432,0.00454940847228825,95
1,FARA,-26.084596345100003,28.390386581399998,0.1950725644238883,0.0,0.005742411812961444,0.0007157917520708664,0.0,7
2,YMML,-37.673302,144.843002,0.19814781583264968,25.846153846153847,0.04019688269073011,0.002274902267158145,0.0010310578817564855,49
3,NZAA,-37.0080986023,174.79200744599999,0.2159158946644083,53.666666666666664,0.033634126333059886,0.0018050947463201447,0.0018815517553380351,41
4,YSSY,-33.94609832763672,151.177001953125,0.2190234924575057,32.421052631578945,0.06152584085315833,0.004246317703740601,0.002154948186529444,75
5,EGLL,51.4706,-0.461941,0.27830563745331927,43.47457627118644,0.191960623461854,0.010212183863720862,0.010301311150936535,234
6,VHHH,22.308901,113.915001,0.2420125994902592,46.16417910447761,0.10664479081214111,0.004701629085083154,0.005131230507864054,130
7,KEWR,40.69250106811523,-74.168701171875,0.2744904808071338,43.764227642276424,0.18293683347005743,0.007003379369259202,0.013035775970353344,223
8,OMDB,25.252799987800003,55.3643989563,0.26057794958814207,42.07608695652174,0.1435602953240361,0.006280460532526514,0.006824051710246885,175
9,KFLL,26.072599,-80.152702,0.24624194588911805,44.57471264367816,0.1287940935192781,0.003947965864088365,0.010003645530333097,157
10,SBKP,-23.0074005127,-47.1344985962,0.20002303175535616,17.181818181818183,0.01804757998359311,0.0014634569105533126,0.0004632358695161538,22
11,SAEZ,-34.8222,-58.5358,0.2293211611806434,67.04545454545455,0.03855619360131255,0.0024843770311558247,0.0026818315196193996,47
12,KMIA,25.79319953918457,-80.29060363769531,0.26754135471075063,52.561797752808985,0.13863822805578344,0.005760049107204582,0.010536855304255606,169
13,YPPH,-31.94029998779297,115.96700286865234,0.19302070339862373,33.285714285714285,0.019688269073010665,0.001009510224235001,0.000621937342487833,24
14,YBBN,-27.38419914245605,153.11700439453125,0.20086790200564275,31.681818181818183,0.03527481542247744,0.00218013331227739,0.0009667340415974598,43
15,KLAX,33.94250107,-118.4079971,0.2750859048435918,42.43076923076923,0.19031993437243644,0.007107752335653418,0.013407668778906232,232
16,RJBB,34.42729949951172,135.24400329589844,0.21421385495421588,51.354838709677416,0.045118949958982774,0.001988968559874133,0.0025067906192887683,55
17,KSFO,37.61899948120117,-122.375,0.27135792182502666,45.18348623853211,0.162428219852338,0.005389348020228418,0.011520967140091092,198
18,VNKT,27.6966,85.3591,0.18220488812197672,43.0,0.009844134536505332,0.0006350573072607343,0.0003508860750584005,12
19,OMSJ,25.32859992980957,55.5172004699707,0.17794378222576587,24.63157894736842,0.027071369975389666,0.0012752489833314808,0.0006682774656146564,33
20,KJFK,40.63980103,-73.77890015,0.2787134112810897,45.347457627118644,0.184577522559475,0.006996657615328187,0.01258206224211873,225
21,RJTK,35.39830017089844,139.91000366210938,0.20834819627529433,35.5,0.019688269073010665,0.001727933917645922,0.00037491930560270566,24
22,NZCH,-43.48939895629883,172.53199768066406,0.17419588205068104,26.0,0.013125512715340444,0.000905506061821267,0.00030773193733629956,16
23,WSSS,1.35019,103.994003,0.22740215564775101,39.94915254237288,0.09515996718621822,0.00459771979616719,0.003780171763679357,116
24,EDDF,50.033333,8.570556,0.27973809294021135,33.57046979865772,0.23051681706316654,0.010975428878013045,0.009750259164687332,281
25,EHAM,52.308601,4.76389,0.27193981872672435,36.0234375,0.2026251025430681,0.01040390578417997,0.008873788629028028,247
26,PANC,61.174400329589844,-149.99600219726562,0.22618537835831595,67.78260869565217,0.034454470877768664,0.001630671499859539,0.003052881813582334,42
27,OMAA,24.433000564575195,54.651100158691406,0.20564530075604726,35.857142857142854,0.022969647251845776,0.0018840503732905059,0.00040571149836922117,28
28,GOBD,14.67,-17.073332999999998,0.19712114321175514,39.72727272727273,0.017227235438884332,0.0009180479408138947,0.0007271430082817496,21
29,LOWW,48.110298156738004,16.569700241089002,0.2377773789991796,43.26,0.08449548810500411,0.004076466379911135,0.003644563186571391,103
30,LIPX,45.395699,10.8885,0.19079428605751628,53.125,0.011484823625922888,0.0006651997952855991,0.0005974444300104055,14
31,WMKK,2.745579957962,101.70999908446998,0.20312002477239052,32.51282051282051,0.06152584085315833,0.0030047642553209823,0.0017372295636547957,75
32,VTBS,13.681099891662598,100.74700164794922,0.21349259618332625,44.08510638297872,0.07875307629204266,0.003718422552494834,0.0031887025022466053,96
33,KSDF,38.1744,-85.736,0.23600732406866465,47.75,0.10172272354388844,0.004228616475734435,0.007536545413347782,124
34,LSZH,47.464699,8.54917,0.2522836912458139,45.25974025974026,0.12387202625102543,0.0060017738681804635,0.0064618565494124714,151
35,LFPO,48.7233333,2.3794444,0.2029033634126333,23.05263157894737,0.05496308449548811,0.0022598321850744417,0.0018499552945540133,67
36,CYVR,49.193901061999995,-123.183998108,0.23987629659438048,63.91111111111111,0.06562756357670221,0.002046537136269046,0.005735231792964198,80
37,LFPG,49.012798,2.55,0.2733073321829651,37.896,0.19114027891714522,0.008370852389468275,0.009190795984356412,233
38,ZGSZ,22.639299392700195,113.81099700927734,0.19722333146640095,46.57142857142857,0.020508613617719443,0.001028221284757444,0.0009986209697030065,25
39,FAOR,-26.1392,28.246,0.19041231551485854,85.6,0.010664479081214111,0.0004816741175433728,0.0012785350673159325,13
40,LSGG,46.23809814453125,6.108950138092041,0.220419354808046,52.68421052631579,0.05988515176374078,0.0027061780547705094,0.0034263303395117477,73
41,LIMC,45.6306,8.728110000000001,0.22183312326454074,49.5609756097561,0.05742411812961444,0.0022632131730836425,0.0033171559719317625,70
42,LEMD,40.471926,-3.56264,0.24688112031063428,50.05263157894737,0.09105824446267433,0.005408741519312104,0.005155478746494487,111
43,CYYZ,43.6772003174,-79.63059997559999,0.2656730491610946,48.37755102040816,0.14520098441345367,0.0051621159746858165,0.011050118163622438,177
44,SBGR,-23.435556411743164,-46.47305679321289,0.23748052833875619,64.89473684210526,0.05660377358490566,0.0027357540026597005,0.004403145640506513,69
45,KSEA,47.449001,-122.308998,0.26364782148211185,47.659574468085104,0.14109926168990977,0.004598865195856615,0.010863522292468281,172
