,id,lat,lon,closeness_centrality,average_neighbor_degree,degree_centrality,pagerank,hits,degree
0,OMDB,25.252799987800003,55.3643989563,0.24018910678792466,41.74242424242424,0.1031562740569669,0.005332229827549591,0.004599312759493967,134
1,EHAM,52.308601,4.76389,0.25817897915868016,32.98461538461538,0.18783679753656657,0.009512929868993325,0.0074015804794855785,244
2,YSSY,-33.94609832763672,151.177001953125,0.20885439252901963,25.304347826086957,0.06620477290223248,0.00488998984861116,0.001779038397718529,86
3,EGLL,51.4706,-0.461941,0.26794204979913444,45.530973451327434,0.16782140107775212,0.007454523952529041,0.009669343714428373,218
4,NZAA,-37.0080986023,174.79200744599999,0.19217541291469814,42.6,0.03387220939183987,0.001608241563207155,0.002128009289562112,44
5,VOBL,13.1979,77.706299,0.19824935083583628,30.862068965517242,0.04157043879907621,0.0022606187413752614,0.0012205875046563015,54
6,EDDF,50.033333,8.570556,0.26644933642977997,33.92465753424658,0.21247113163972284,0.010754902129945763,0.009069128236477871,276
7,SBGR,-23.435556411743164,-46.47305679321289,0.22560215042049764,65.22222222222223,0.050808314087759814,0.0020637088677819943,0.004213808162063479,66
8,EIDW,53.421299,-6.27007,0.22129626785029727,63.24242424242424,0.04541955350269438,0.0018339325170491393,0.0035797014515375637,59
9,KJFK,40.63980103,-73.77890015,0.26794204979913444,43.5929203539823,0.16397228637413394,0.006690150804530947,0.01195275756240211,213
10,OTHH,25.273056,51.608056,0.23021735686712633,62.292682926829265,0.060816012317167045,0.0030680985931939545,0.004393912110040553,79
11,SBGL,-22.809999465900002,-43.2505569458,0.21604813501590286,63.0,0.032332563510392605,0.0016335351182539964,0.0019974465523959423,42
12,RKSI,37.46910095214844,126.45099639892578,0.23189166491706906,45.357142857142854,0.059276366435719784,0.0028099642777158125,0.003039718067588087,77
13,RJAH,36.181098938000005,140.414993286,0.1628639504594758,0.0,0.0007698229407236335,0.0003338439614399159,0.0,1
14,GOBD,14.67,-17.073332999999998,0.1912150160485577,60.375,0.01077752117013087,0.0006961097282299031,0.0006776961705794004,14
15,VIDP,28.5665,77.103104,0.227886388989377,45.25,0.07313317936874518,0.003639692282491966,0.0036472158399733848,95
16,KSDF,38.1744,-85.736,0.23459303930911343,40.197916666666664,0.13471901462663585,0.004758207134175892,0.010166386028803912,175
17,LFPG,49.012798,2.55,0.26010961734409516,38.59322033898305,0.1724403387220939,0.007266938624186732,0.007889589568648334,224
18,VTBS,13.681099891662598,100.74700164794922,0.20760783891110363,41.87755102040816,0.07236335642802155,0.0037905146820369985,0.0026686862395556557,94
19,RCTP,25.0777,121.233002,0.2005352448182201,35.46153846153846,0.032332563510392605,0.001399424124843315,0.0014945992841602545,42
20,WSSS,1.35019,103.994003,0.2046102925738845,31.1,0.04849884526558891,0.0019050576162178323,0.0017035061294228605,63
21,ZGSZ,22.639299392700195,113.81099700927734,0.18555831576778078,20.0,0.007698229407236335,0.0010527663219189478,0.00013046570658976702,10
22,WSAP,1.3604199886322021,103.91000366210938,0.22064834231312536,0.0,0.03464203233256351,0.0034750675472795946,0.0,45
23,VHHH,22.308901,113.915001,0.2306336631182423,41.765957446808514,0.07082371054657428,0.00418349831295059,0.003123074676584902,92
24,KBOS,42.36429977,-71.00520325,0.2561052524184498,48.72631578947368,0.13394919168591224,0.006084300531908568,0.011435261523428802,174
25,KLAX,33.94250107,-118.4079971,0.2666350154098704,40.57575757575758,0.17859892224788299,0.006116083021878441,0.013185100168636481,232
26,ZGGG,23.39240074157715,113.29900360107422,0.18185188022868484,0.0,0.0023094688221709007,0.0004258051717106093,0.0,3
27,CYYZ,43.6772003174,-79.63059997559999,0.25106381044170867,47.16161616161616,0.13394919168591224,0.004865229196090089,0.01125024713925935,174
28,LPPT,38.7813,-9.13592,0.21702850091501077,50.07692307692308,0.06158583525789068,0.0032260780382636764,0.003038321425776711,80
29,RJBB,34.42729949951172,135.24400329589844,0.20839937206599346,29.56,0.03541185527328714,0.0018776235908529108,0.001122577442396727,46
30,EGBB,52.4538993835,-1.7480299472799998,0.19383041900362918,76.18181818181819,0.01924557351809084,0.0011919725795933504,0.0011303530611427649,25
31,LEBL,41.2971,2.07846,0.2177696340996949,50.21621621621622,0.06389530408006158,0.003245782852170919,0.002992453150573514,83
32,KCVG,39.0488014221,-84.6678009033,0.23677057370864107,52.140625,0.09237875288683602,0.003329784214129483,0.008319553868505405,120
33,KONT,34.05599975585937,-117.60099792480469,0.19571419289675906,47.1,0.042340261739799843,0.0012669542396937434,0.00468874345908112,55
34,PANC,61.174400329589844,-149.99600219726562,0.20330565733961956,70.6,0.032332563510392605,0.0031521831744594254,0.0030174850847469103,42
35,YPPH,-31.94029998779297,115.96700286865234,0.18637177160894494,30.615384615384617,0.01924557351809084,0.0013288669515393898,0.0004666031900642102,25
36,FAGM,-26.2425003052,28.151199340799998,0.17763289095318663,37.5,0.003079291762894534,0.00038784602286084333,8.09162413443672e-05,4
37,VOMM,12.990005493164062,80.16929626464844,0.18820523714371076,40.68421052631579,0.027713625866050806,0.001721539759589059,0.0010338487549786265,36
38,LEMD,40.471926,-3.56264,0.23401911138419818,49.793103448275865,0.08545034642032331,0.0037586407928394505,0.0048569804612840165,111
39,KHHR,33.922798,-118.334999,0.22349371910815655,39.666666666666664,0.027713625866050806,0.0036058180583106282,0.00023352351864055324,36
40,KOAK,37.721298,-122.221001,0.21139295420616794,46.94117647058823,0.06774441878367975,0.0021766327789479794,0.006023748179370267,88
41,EDDM,48.353802,11.7861,0.24324300515776476,34.764150943396224,0.15242494226327943,0.0074846684233988905,0.006271223233983608,198
42,EDDP,51.423889,12.236389,0.20106213721133157,59.61538461538461,0.020785219399538105,0.001142519339413385,0.0012231931961965098,27
43,ELLX,49.6233333,6.204444400000002,0.21304078347058128,56.266666666666666,0.04387990762124711,0.0021313081344115584,0.0025189914159458203,57
44,EGKK,51.148102,-0.190278,0.1974309840625201,30.846153846153847,0.05157813702848345,0.0020374053598295866,0.0021013564571242824,67
45,WMKK,2.745579957962,101.70999908446998,0.1990745302357773,29.5,0.05696689761354888,0.0034374858978440666,0.001391491381325055,74
46,LSZH,47.464699,8.54917,0.23809660679101677,40.98717948717949,0.11855273287143957,0.005385697395395206,0.005429842153143135,154
47,LIRF,41.8002778,12.2388889,0.22168090794505446,39.55357142857143,0.08314087759815242,0.004751357367465743,0.0034601492783878493,108
48,YBBN,-27.38419914245605,153.11700439453125,0.19198256252542098,23.5,0.03464203233256351,0.00187526319391438,0.0008515237923329165,45
49,RPLL,14.5086,121.019997,0.20127367023312148,37.592592592592595,0.03541185527328714,0.0014875237285014332,0.0017452082319813456,46
50,MROC,9.993860244750977,-84.20880126953125,0.21568277740313638,89.04761904761905,0.03079291762894534,0.00133524430212098,0.0036484122050184408,40
51,SSJC,-29.98305511474609,-51.30055618286133,0.17855163670661936,0.0,0.005388760585065435,0.0007304650684048097,0.0,7
52,NTAA,-17.553698999999998,-149.60699499999996,0.18228739738597616,88.33333333333333,0.004618937644341801,0.0004055624423636965,0.0004844503376771267,6
53,YMML,-37.673302,144.843002,0.19314550586227358,19.185185185185187,0.04157043879907621,0.003099772037524516,0.0006289976054247198,54
54,VCBI,7.180759906768799,79.88410186767578,0.19383041900362918,36.0,0.02617397998460354,0.0016609563212431698,0.0007539476636488433,34
55,SKBO,4.70159,-74.1469,0.21375488665539888,90.52631578947368,0.024634334103156273,0.0009203348327924887,0.0032342396949957427,32
56,FACT,-33.9648017883,18.6016998291,0.18894876400650074,53.142857142857146,0.016936104695919937,0.0007017503749979919,0.0011698295572851864,22
57,EBBR,50.9014015198,4.48443984985,0.22613548883756737,41.674418604651166,0.07621247113163972,0.0041374721923993765,0.00292199530392041,99
58,KSEA,47.449001,-122.308998,0.25355947456140754,47.422680412371136,0.1377983063895304,0.005053744311809158,0.010961851175898549,179
59,KIAH,29.98439979553223,-95.34140014648438,0.25958022192209224,37.6,0.17321016166281755,0.005721897791644338,0.013156151778237013,225
60,KSFO,37.61899948120117,-122.375,0.2588777044067415,45.60377358490566,0.1493456505003849,0.005427918809914516,0.01159205924474227,194
61,UUEE,55.972599,37.4146,0.22116835093246473,35.608695652173914,0.09853733641262509,0.004732376594774314,0.003728623639599762,128
62,CYUL,45.4706001282,-73.7407989502,0.2398879292245542,76.95454545454545,0.06697459584295612,0.002459746892654224,0.0067826709848020725,87
63,UUDD,55.40879821777344,37.90629959106445,0.19763494169068388,36.30434782608695,0.04003079291762894,0.002633099052023485,0.0012496793235043154,52
64,LKPR,50.1008,14.26,0.19876428421463063,50.74074074074074,0.040800615858352575,0.002148714618067584,0.001961578569251507,53
65,SBBR,-15.86916732788086,-47.92083358764648,0.1801418300909435,9.666666666666666,0.013856812933025403,0.0007540846872408108,0.0002142488607041926,18
66,FARA,-26.084596345100003,28.390386581399998,0.18555831576778078,27.0,0.005388760585065435,0.0006138880576334339,8.649684795459163e-05,7
67,KSAN,32.7336006165,-117.190002441,0.23359050495309158,55.42028985507246,0.09468822170900693,0.002864278887722933,0.009271502214459956,123
68,LTBW,41.1035995483,28.547700881999997,0.18554519694512814,0.0,0.004618937644341801,0.0006176855578394106,0.0,6
69,LIMC,45.6306,8.728110000000001,0.2057103479103032,54.77777777777778,0.037721324095458045,0.0017829650441638096,0.0021680470998119246,49
70,KIAD,38.94449997,-77.45580292,0.254741176506767,45.61052631578947,0.14087759815242493,0.0060452405352987544,0.011100266798308896,183
71,VABB,19.088699340799998,72.8678970337,0.20671056029884602,47.892857142857146,0.04387990762124711,0.0026534612714047686,0.0020130816383316687,57
72,KPHL,39.87189865112305,-75.24109649658203,0.2502428038673407,37.1271186440678,0.16397228637413394,0.0064778777575784895,0.01190527071211899,213
73,RJTT,35.552299,139.779999,0.22206688747136621,31.142857142857142,0.04003079291762894,0.003611461491489411,0.000936622478316512,52
74,KEWR,40.69250106811523,-74.168701171875,0.26206934733778353,42.588235294117645,0.17321016166281755,0.0061173605735526495,0.012932857905212643,225
75,GMMN,33.36750030517578,-7.589970111846924,0.1824612527959771,48.5,0.010007698229407235,0.0004470150598348382,0.0008165249285479412,13
76,KDFW,32.896801,-97.038002,0.2640588316861035,29.5748502994012,0.22170900692840645,0.008558659283248098,0.01425497102843011,288
77,ESSA,59.651901245116996,17.918600082397,0.22336324992011908,40.24561403508772,0.08698999230177058,0.005134445668399832,0.0033618901037129373,113
78,KATL,33.6367,-84.428101,0.2633318975314274,30.5207100591716,0.23017705927636642,0.009726238949485336,0.014187102020455014,299
79,KMIA,25.79319953918457,-80.29060363769531,0.25139372346462807,54.0,0.12779060816012316,0.004935020633202193,0.010650973154556183,166
80,EGGW,51.87469863891602,-0.36833301186561584,0.18272265860227505,29.333333333333332,0.013856812933025403,0.00089892933604089,0.00041561560254481855,18
81,OERK,24.957599639892567,46.69879913330078,0.20233804712488843,27.071428571428573,0.027713625866050806,0.0025393923560229343,0.000577573415333443,36
82,KORD,41.9786,-87.9048,0.27746283329453514,29.087179487179487,0.2632794457274827,0.011278972899064786,0.015330358661978311,342
83,EFHK,60.317199707031,24.963300704956,0.22155254609911057,39.5,0.09160892994611239,0.005660177981760688,0.003718129013925653,119
84,RJAA,35.764701843299996,140.386001587,0.1871743742841585,0.0,0.008468052347959968,0.0012176774565182977,0.0,11
85,CYYC,51.113899231000005,-114.019996643,0.22613548883756737,52.642857142857146,0.05850654349499615,0.002730657397621691,0.004825020933235777,76
86,EGKR,51.2136001587,-0.138611003757,0.199743606081481,0.0,0.013856812933025403,0.0014415966079791406,0.0,18
87,OM11,24.51889991760254,54.98009872436523,0.16777764201247267,0.0,0.0023094688221709007,0.0005471026688672364,0.0,3
88,KPHX,33.43429946899414,-112.01200103759766,0.2407937363833631,37.64655172413793,0.15781370284834487,0.006245786627594863,0.012322303267555318,205
89,LLBG,32.011398315429695,34.88669967651367,0.21104315891514835,49.689655172413794,0.04311008468052348,0.0024514080720221486,0.002154280499241027,56
90,KMSP,44.882,-93.221802,0.2459005444172005,38.95575221238938,0.1516551193225558,0.005887016747234278,0.011956758286934497,197
91,LGAV,37.9364013672,23.944499969499997,0.1871923909555597,49.208333333333336,0.023864511162432638,0.0007711007459772058,0.001766032655484141,31
92,KLAS,36.08010101,-115.1520004,0.24621701873433974,45.78350515463917,0.1354888375673595,0.004763401636843402,0.011744084026943952,176
93,RJAK,36.03469848632813,140.1929931640625,0.21876138385548746,0.0,0.01308698999230177,0.0014229432216997795,0.0,17
94,CNV9,46.7214759694,-71.58549785609999,0.17181016933684956,119.0,0.001539645881447267,0.0003187996378965673,0.0002525422771928404,2
95,FATA,-26.352037738499998,27.9681630135,0.20797152698239837,0.0,0.0069284064665127015,0.000770340526087293,0.0,9
96,EPWA,52.1656990051,20.9671001434,0.21839112278148629,45.75609756097561,0.057736720554272515,0.0031808299462097616,0.0028137473262441442,75
97,OMDW,24.896356,55.161389,0.1852887395221133,39.5,0.010007698229407235,0.0007667587841283903,0.00045670057052719785,13
98,VIDN,30.189699,78.180298,0.16130743976103035,28.5,0.005388760585065435,0.0004829299724830879,0.00014176337741068389,7
99,RKTU,36.717008,127.498741,0.15053254895352097,0.0,0.0007698229407236335,0.00034268439792303193,0.0,1
100,ETAR,49.4369010925293,7.600279808044434,0.16344350581510636,59.333333333333336,0.0038491147036181675,0.0005548042498282178,0.00038794530173931404,5
101,KDOV,39.12950134,-75.46600342,0.12592959215048408,0.0,0.0007698229407236335,0.00043428749971851337,0.0,1
102,VTBD,13.912599563599999,100.607002258,0.16990286283888276,20.2,0.026943802925327172,0.0012297591327263234,0.0004876684914625167,35
103,SLVR,-17.6448,-63.135399,0.1753534588052997,43.285714285714285,0.008468052347959968,0.0007864154540955471,0.0006628335590706309,11
104,EGNT,55.037498474121094,-1.6916699409484863,0.18519905474983736,90.0,0.006158583525789068,0.00046074346731498017,0.0006352368008034648,8
105,FABA,-25.976255771599998,28.389015197800003,0.0,38.333333333333336,0.0023094688221709007,0.00027701265173877534,0.000128756082292466,3
106,KDEN,39.861698150635,-104.672996521,0.22480684319222327,38.09166666666667,0.14780600461893764,0.003969571597432458,0.01246714518951891,192
107,KBWI,39.1754,-76.668297,0.23344798481584134,44.36585365853659,0.1100846805234796,0.004072799339310525,0.010096478993907866,143
108,YPAD,-34.945,138.53100600000002,0.16952647191544704,19.333333333333332,0.014626635873749037,0.0011280689609610534,0.00022018142941144557,19
109,LOWW,48.110298156738004,16.569700241089002,0.22427974625625088,39.3,0.08929946112394149,0.004221752894544456,0.0037844487004416753,116
110,7PS7,40.53870010375977,-80.11730194091797,0.22884045879973922,3.0,0.02848344880677444,0.0028777689475999167,5.632582754521592e-06,37
111,FAGC,-25.986299514799995,28.1401004791,0.0,80.25,0.006158583525789068,0.00027701265173877534,0.0009969137669022673,8
112,KDTW,42.212398529052734,-83.35340118408203,0.2537276174490477,35.260162601626014,0.17013086989992302,0.007679888712742298,0.012028975297819235,221
113,VAPO,18.58209991455078,73.9197006225586,0.17150212779612906,21.0,0.0069284064665127015,0.0005480114176869843,0.00011916196567329712,9
114,VEBA,22.504230499267575,88.29342651367188,0.1456195321755313,0.0,0.001539645881447267,0.00043620612105486445,0.0,2
115,ENGM,60.193901062011996,11.100399971008,0.18941645896691284,35.08163265306123,0.04618937644341801,0.0010808398260261664,0.002493771467315125,60
116,KDAL,32.847099,-96.851799,0.20648745122135131,47.075471698113205,0.07005388760585066,0.0020120296339169843,0.007109153803262917,91
117,CYVR,49.193901061999995,-123.183998108,0.22533642350598584,65.13513513513513,0.05157813702848345,0.0018612277618533905,0.004841159937320636,67
118,KUMP,39.93519974,-86.04499817,0.21175908790426323,0.0,0.01770592763664357,0.001489847014930478,0.0,23
119,UAAA,43.35210037231445,77.04049682617188,0.19256227836596074,46.111111111111114,0.01539645881447267,0.0015310451319385681,0.0005104923610515042,20
120,FAOR,-26.1392,28.246,0.0,102.6,0.0038491147036181675,0.00027701265173877534,0.0007339808447321079,5
121,LTBA,40.976898,28.8146,0.1883905697258316,54.0,0.004618937644341801,0.0005257086160030137,0.00020072784222475813,6
122,LFSW,49.004461,4.085342,0.0,132.0,0.0007698229407236335,0.00027701265173877534,0.0002453753022014318,1
123,KUTA,34.680999755859,-90.34670257568399,0.19252758017186403,0.0,0.010007698229407235,0.0007892727200215336,0.0,13
124,EKCH,55.617900848389,12.656000137328999,0.22707492410276794,45.152542372881356,0.08237105465742879,0.0034564689376356955,0.004181832175841691,107
125,LPPD,37.7411994934,-25.6979007721,0.18316000340505695,50.333333333333336,0.005388760585065435,0.0005169497448215064,0.0002947833357321755,7
126,LFPO,48.7233333,2.3794444,0.19682162917343826,30.44,0.04157043879907621,0.0032265241291593878,0.0012895068008271214,54
127,SBKP,-23.0074005127,-47.1344985962,0.1955141783920102,18.642857142857142,0.01924557351809084,0.001062940413967334,0.0005598974234244369,25
128,LHBP,47.42976,19.261093,0.20201755391402534,51.42857142857143,0.044649730561970746,0.0023307811727111376,0.0020479327861751035,58
129,LEZG,41.66619873046875,-1.0415500402450562,0.1660682496150885,66.33333333333333,0.007698229407236335,0.0005815372704290187,0.0008068115230249953,10
130,RJTK,35.39830017089844,139.91000366210938,0.18099396741398485,25.25,0.0069284064665127015,0.0006802995493878313,8.670976844768698e-05,9
131,KLGA,40.77719879,-73.87259674,0.2204039441896106,40.12162162162162,0.10161662817551963,0.003144169356072206,0.00856579659863281,132
132,KHOU,29.64539909,-95.27890015,0.2063760771915663,51.1,0.05850654349499615,0.0018574740939635997,0.005376488143225665,76
133,UUWW,55.591499328599994,37.2615013123,0.17455348864651643,17.666666666666668,0.026943802925327172,0.002075299269705958,0.00041300937860496155,35
134,LROP,44.5711111,26.085,0.19373227701932355,59.588235294117645,0.023864511162432638,0.0013146853795006593,0.0014367704636970172,31
135,60CO,39.96670150756836,-104.6510009765625,0.227886388989377,98.0,0.05234795996920708,0.003443976052038988,0.0012660047940723828,68
136,KSJC,37.362598,-121.929001,0.22065815865811073,56.02173913043478,0.062355658198614314,0.0022347890171350356,0.006291796285039882,81
137,KSNA,33.67570114,-117.8679962,0.20828592657221776,66.92592592592592,0.03695150115473441,0.001236058221149909,0.004006699886268826,48
138,MDPC,18.567399978599997,-68.36340332030001,0.16811126850314762,68.0,0.02001539645881447,0.0003369418916379866,0.003346050432500531,26
139,38OI,39.68510055541992,-83.0718994140625,0.0,20.0,0.0007698229407236335,0.00027701265173877534,4.450453096473296e-05,1
140,MMTJ,32.541099548339844,-116.97000122070312,0.18475193004015644,67.0,0.0038491147036181675,0.0004156280788705361,0.00031660523218560394,5
141,KPVD,41.732601,-71.42040300000002,0.20011571501734518,85.66666666666667,0.02155504234026174,0.0009436698160652647,0.0026084323517539068,28
142,CSP6,45.376098632799994,-73.9072036743,0.1873571617590454,0.0,0.001539645881447267,0.00036012915615139167,0.0,2
143,KPDX,45.58869934,-122.5979996,0.22994065331319952,48.12903225806452,0.08852963818321785,0.003462888454827508,0.007236774277214005,115
144,VGTJ,23.77879905700684,90.38269805908205,0.12835332006479838,28.0,0.007698229407236335,0.00032555779228714293,0.0003381315216225241,10
145,KFLL,26.072599,-80.152702,0.229251795753843,47.077922077922075,0.1123941493456505,0.006036535483210783,0.009207866688176716,146
