,id,lat,lon,closeness_centrality,average_neighbor_degree,degree_centrality,pagerank,hits,degree
0,KLAX,33.94250107,-118.4079971,0.26011689802734583,40.02857142857143,0.17761194029850746,0.006012866580381931,0.013640932701028001,238
1,YSSY,-33.94609832763672,151.177001953125,0.20482773357880205,30.568181818181817,0.0626865671641791,0.004361496183285892,0.0021692846082365575,84
2,OLBA,33.820899963378906,35.488399505615234,0.18958571059077703,54.333333333333336,0.027611940298507463,0.00158534901747621,0.0016015967373486529,37
3,FARA,-26.084596345100003,28.390386581399998,0.18632449639912324,0.0,0.004477611940298508,0.0006276815620097048,0.0,6
4,LFPG,49.012798,2.55,0.2584900376505243,39.76106194690266,0.16492537313432837,0.0067715889888198405,0.008081265553801972,221
5,OMDB,25.252799987800003,55.3643989563,0.2455228806462736,41.608695652173914,0.1328358208955224,0.005859075070570035,0.006415469317581892,178
6,SBGR,-23.435556411743164,-46.47305679321289,0.22286828291138677,60.166666666666664,0.056716417910447764,0.002327042100373838,0.004359540613571206,76
7,EIDW,53.421299,-6.27007,0.21983874951483717,63.625,0.04552238805970149,0.001930441797621139,0.0035028377028496,61
8,KJFK,40.63980103,-73.77890015,0.25723870275180116,43.56666666666667,0.16343283582089552,0.005549113332141782,0.01200737491100929,219
9,ZGSZ,22.639299392700195,113.81099700927734,0.19393491354489287,45.666666666666664,0.020149253731343283,0.0009425481772555819,0.0009047698185265695,27
10,LIRF,41.8002778,12.2388889,0.21463771735666734,40.214285714285715,0.08134328358208956,0.003580908549206761,0.003639960709180045,109
11,NZAA,-37.0080986023,174.79200744599999,0.1967039472126412,46.04,0.03283582089552239,0.0018481023838521579,0.002003377660437039,44
12,LETO,40.49670028686523,-3.4458699226379395,0.2136435519994529,0.0,0.026865671641791045,0.002482447665164445,0.0,36
13,OTHH,25.273056,51.608056,0.23320825340382728,58.326530612244895,0.07014925373134329,0.0029653847226914455,0.0046992266540674095,94
14,KORD,41.9786,-87.9048,0.2721047287337999,26.85648148148148,0.28059701492537314,0.015037643945599324,0.015412784799823349,376
15,KSEA,47.449001,-122.308998,0.24797810945273635,48.71875,0.1328358208955224,0.004958552024440568,0.010598606375790407,178
16,KIAH,29.98439979553223,-95.34140014648438,0.2526950843608047,41.056451612903224,0.16343283582089552,0.005093288872017697,0.012837946694326387,219
17,LLBG,32.011398315429695,34.88669967651367,0.20815174268556494,46.61904761904762,0.055970149253731345,0.002324957541789947,0.003306129421657552,75
18,VTBS,13.681099891662598,100.74700164794922,0.20193657121558334,39.96,0.0708955223880597,0.0031842645513028207,0.002962592325080567,95
